time (ms),signal (f64),signal (f32),signal (i16),multi amplitudes signal,multi frequencies signal,frequency (Hz),ref spectrum f64,ref spectrum f32,ref spectrum i32,FFTW3 spectrum f32,FFTW3 spectrum i32 (scaled to q15),Ne10 spectrum f32,Ne10 spectrum i32 c,Ne10 spectrum i32 neon,ref spectrum multi amplitudes,Ne10 spectrum multi amplitudes,ref spectrum multi frequencies,Ne10 spectrum multi frequencies,ref spectrum random,Ne10 spectrum random,ref spectrum with MLT,Ne10 spectrum with MLT,
10.3542,-0.309294,-0.309294,-10134,-308,9478,
10.375,-0.357433,-0.357433,-11712,-481,-671,
10.3958,-0.404387,-0.404386,-13250,-706,-4414,
10.4167,-0.45,-0.449999,-14745,-987,-2949,
10.4375,-0.494121,-0.49412,-16191,-1329,-10884,
10.4583,-0.536602,-0.536602,-17583,-1733,6371,
10.4792,-0.577305,-0.577305,-18917,-2202,13901,
10.5,-0.616092,-0.616091,-20188,-2735,5315,
10.5208,-0.652837,-0.652836,-21392,-3333,9467,
10.5417,-0.687416,-0.687416,-22525,-3993,-1834,
10.5625,-0.719716,-0.719716,-23583,-4711,-3419,
10.5833,-0.749629,-0.749629,-24563,-5485,8374,
10.6042,-0.777056,-0.777056,-25462,-6308,-3895,
10.625,-0.801906,-0.801905,-26276,-7173,-6381,
10.6458,-0.824096,-0.824096,-27003,-8074,-7010,
10.6667,-0.843554,-0.843554,-27641,-9003,-14322,
10.6875,-0.860214,-0.860214,-28187,-9949,3890,
10.7083,-0.874021,-0.874021,-28639,-10904,8043,
10.7292,-0.884929,-0.884929,-28997,-11856,-147,
10.75,-0.892903,-0.892903,-29258,-12795,3367,
10.7708,-0.897916,-0.897916,-29422,-13710,-9540,
10.7917,-0.899951,-0.899951,-29489,-14590,-8783,
10.8125,-0.899001,-0.899001,-29458,-15423,1256,
10.8333,-0.89507,-0.89507,-29329,-16197,-12200,
10.8542,-0.88817,-0.88817,-29103,-16903,-12982,
10.875,-0.878325,-0.878325,-28780,-17529,-15181,
10.8958,-0.865567,-0.865567,-28362,-18066,-20707,
10.9167,-0.849939,-0.849939,-27850,-18504,-1225,
10.9375,-0.831492,-0.831492,-27246,-18836,448,
10.9583,-0.810287,-0.810288,-26551,-19053,-6147,
10.9792,-0.786395,-0.786396,-25768,-19150,-2740,
11,-0.759895,-0.759896,-24900,-19121,-15926,
11.0208,-0.730875,-0.730875,-23949,-18962,-11914,
11.0417,-0.699431,-0.699432,-22918,-18671,-3086,
11.0625,-0.665668,-0.665668,-21812,-18246,-16327,
11.0833,-0.629697,-0.629698,-20633,-17688,-14716,
11.1042,-0.591638,-0.591639,-19386,-16997,-17675,
11.125,-0.551616,-0.551617,-18075,-16178,-20227,
11.1458,-0.509766,-0.509766,-16703,-15235,736,
11.1667,-0.466224,-0.466224,-15277,-14172,740,
11.1875,-0.421137,-0.421137,-13799,-12997,-3456,
11.2083,-0.374653,-0.374654,-12276,-11719,-49,
11.2292,-0.326926,-0.326927,-10712,-10346,-12694,
11.25,-0.278115,-0.278116,-9113,-8890,-5289,
11.2708,-0.228382,-0.228382,-7483,-7361,2166,
11.2917,-0.177892,-0.177892,-5829,-5771,-10322,
11.3125,-0.126811,-0.126813,-4155,-4134,-6658,
11.3333,-0.0753101,-0.0753112,-2467,-2463,-10500,
11.3542,-0.0235593,-0.02356,-771,-771,-10046,
11.375,0.0282697,0.0282692,926,926,11454,
11.3958,0.0800049,0.0800047,2621,2616,9522,
11.4167,0.131475,0.131475,4308,4285,7259,
11.4375,0.182509,0.182507,5980,5918,9631,
11.4583,0.232937,0.232936,7632,7502,-2791,
11.4792,0.282593,0.282593,9260,9025,6902,
11.5,0.331312,0.331312,10856,10475,11818,
11.5208,0.378932,0.378932,12416,11839,-437,
11.5417,0.425296,0.425294,13936,13109,3914,
11.5625,0.470249,0.470248,15409,14273,-1731,
11.5833,0.513642,0.513642,16831,15325,885,
11.6042,0.555332,0.555331,18197,16258,21293,
11.625,0.595181,0.595181,19502,17066,16666,
11.6458,0.633055,0.633054,20743,17744,15327,
11.6667,0.66883,0.668831,21916,18290,15357,
11.6875,0.702387,0.702387,23015,18703,2655,
11.7083,0.733615,0.733616,24039,18982,13386,
11.7292,0.76241,0.76241,24982,19129,14763,
11.75,0.788676,0.788675,25843,19146,2396,
11.7708,0.812327,0.812327,26618,19038,6369,
11.7917,0.833284,0.833283,27305,18810,-1451,
11.8125,0.851477,0.851477,27901,18469,2983,
11.8333,0.866846,0.866846,28404,18021,21384,
11.8542,0.879341,0.879341,28814,17476,14169,
11.875,0.88892,0.88892,29128,16842,13546,
11.8958,0.89555,0.89555,29345,16129,10976,
11.9167,0.899211,0.899211,29465,15349,-1463,
11.9375,0.899889,0.899889,29487,14512,10079,
11.9583,0.897583,0.897583,29412,13628,8166,
11.9792,0.8923,0.8923,29238,12711,-3534,
12,0.884059,0.884059,28968,11770,155,
12.0208,0.872885,0.872885,28602,10817,-8946,
12.0417,0.858816,0.858817,28141,9863,-1979,
12.0625,0.8419,0.8419,27587,8917,14675,
12.0833,0.822191,0.822191,26941,7991,6113,
12.1042,0.799756,0.799756,26206,7093,6933,
12.125,0.774668,0.774668,25384,6231,2537,
12.1458,0.747011,0.747012,24478,5412,-8264,
12.1667,0.716877,0.716876,23490,4644,4573,
12.1875,0.684365,0.684366,22425,3930,386,
12.2083,0.649584,0.649586,21285,3276,-9389,
12.2292,0.612649,0.612649,20075,2684,-5454,
12.25,0.573682,0.573683,18798,2156,-14577,
12.2708,0.532812,0.532811,17459,1694,-4288,
12.2917,0.490175,0.490176,16062,1295,10989,
12.3125,0.445913,0.445915,14611,959,2263,
12.3333,0.400172,0.400172,13112,683,4963,
12.3542,0.353103,0.353105,11570,463,-729,
12.375,0.304864,0.304864,9989,295,-9015,
12.3958,0.255614,0.255615,8375,172,4993,
12.4167,0.205516,0.205518,6734,88,-1019,
12.4375,0.154736,0.154736,5070,37,-8453,
12.4583,0.103443,0.103445,3389,11,-4574,
12.4792,0.0518076,0.0518073,1697,1,-13322,
12.5,-1.98504e-15,1.0657e-06,0,0,0,
12.5208,-0.0518076,-0.0518086,-1697,-1,13322,
12.5417,-0.103443,-0.103443,-3389,-11,4574,
12.5625,-0.154736,-0.154734,-5070,-37,8453,
12.5833,-0.205516,-0.205516,-6734,-88,1019,
12.6042,-0.255614,-0.255613,-8375,-172,-4993,
12.625,-0.304864,-0.304865,-9989,-295,9015,
12.6458,-0.353103,-0.353103,-11570,-463,729,
12.6667,-0.400172,-0.40017,-13112,-683,-4963,
12.6875,-0.445913,-0.445913,-14611,-959,-2263,
12.7083,-0.490175,-0.490174,-16062,-1295,-10989,
12.7292,-0.532812,-0.532812,-17459,-1694,4288,
12.75,-0.573682,-0.573681,-18798,-2156,14577,
12.7708,-0.612649,-0.612647,-20075,-2684,5454,
12.7917,-0.649584,-0.649584,-21285,-3276,9389,
12.8125,-0.684365,-0.684364,-22425,-3930,-386,
12.8333,-0.716877,-0.716877,-23490,-4644,-4573,
12.8542,-0.747011,-0.747011,-24478,-5412,8264,
12.875,-0.774668,-0.774667,-25384,-6231,-2537,
12.8958,-0.799756,-0.799755,-26206,-7093,-6933,
12.9167,-0.822191,-0.82219,-26941,-7991,-6113,
12.9375,-0.8419,-0.8419,-27587,-8917,-14675,
12.9583,-0.858816,-0.858816,-28141,-9863,1979,
12.9792,-0.872885,-0.872885,-28602,-10817,8946,
13,-0.884059,-0.884058,-28968,-11770,-155,
13.0208,-0.8923,-0.8923,-29238,-12711,3534,
13.0417,-0.897583,-0.897583,-29412,-13628,-8166,
13.0625,-0.899889,-0.899889,-29487,-14512,-10079,
13.0833,-0.899211,-0.899211,-29465,-15349,1463,
13.1042,-0.89555,-0.89555,-29345,-16129,-10976,
13.125,-0.88892,-0.88892,-29128,-16842,-13546,
13.1458,-0.879341,-0.879341,-28814,-17476,-14169,
13.1667,-0.866846,-0.866847,-28404,-18021,-21384,
13.1875,-0.851477,-0.851477,-27901,-18469,-2983,
13.2083,-0.833284,-0.833284,-27305,-18810,1451,
13.2292,-0.812327,-0.812328,-26618,-19038,-6369,
13.25,-0.788676,-0.788676,-25843,-19146,-2396,
13.2708,-0.76241,-0.762411,-24982,-19129,-14763,
13.2917,-0.733615,-0.733615,-24039,-18982,-13386,
13.3125,-0.702387,-0.702388,-23015,-18703,-2655,
13.3333,-0.66883,-0.668832,-21916,-18290,-15357,
13.3542,-0.633055,-0.633056,-20743,-17744,-15327,
13.375,-0.595181,-0.595182,-19502,-17066,-16666,
13.3958,-0.555332,-0.555332,-18197,-16258,-21293,
13.4167,-0.513642,-0.513643,-16831,-15325,-885,
13.4375,-0.470249,-0.470248,-15409,-14273,1731,
13.4583,-0.425296,-0.425296,-13936,-13109,-3914,
13.4792,-0.378932,-0.378934,-12416,-11839,437,
13.5,-0.331312,-0.331312,-10856,-10475,-11818,
13.5208,-0.282593,-0.282595,-9260,-9025,-6902,
13.5417,-0.232937,-0.232937,-7632,-7502,2791,
13.5625,-0.182509,-0.182509,-5980,-5918,-9631,
13.5833,-0.131475,-0.131477,-4308,-4285,-7259,
13.6042,-0.0800049,-0.0800051,-2621,-2616,-9522,
13.625,-0.0282697,-0.0282713,-926,-926,-11454,
13.6458,0.0235593,0.0235596,771,771,10046,
13.6667,0.0753101,0.075309,2467,2463,10500,
13.6875,0.126811,0.126809,4155,4134,6658,
13.7083,0.177892,0.177891,5829,5771,10322,
13.7292,0.228382,0.22838,7483,7361,-2166,
13.75,0.278115,0.278115,9113,8890,5289,
13.7708,0.326926,0.326925,10712,10346,12694,
13.7917,0.374653,0.374653,12276,11719,49,
13.8125,0.421137,0.421136,13799,12997,3456,
13.8333,0.466224,0.466223,15277,14172,-740,
13.8542,0.509766,0.509766,16703,15235,-736,
13.875,0.551616,0.551615,18075,16178,20227,
13.8958,0.591638,0.591638,19386,16997,17675,
13.9167,0.629697,0.629696,20633,17688,14716,
13.9375,0.665668,0.665667,21812,18246,16327,
13.9583,0.699431,0.699431,22918,18671,3086,
13.9792,0.730875,0.730874,23949,18962,11914,
14,0.759895,0.759895,24900,19121,15926,
14.0208,0.786395,0.786395,25768,19150,2740,
14.0417,0.810287,0.810286,26551,19053,6147,
14.0625,0.831492,0.831491,27246,18836,-448,
14.0833,0.849939,0.849938,27850,18504,1225,
14.1042,0.865567,0.865567,28362,18066,20707,
14.125,0.878325,0.878325,28780,17529,15181,
14.1458,0.88817,0.88817,29103,16903,12982,
14.1667,0.89507,0.89507,29329,16197,12200,
14.1875,0.899001,0.899001,29458,15423,-1256,
14.2083,0.899951,0.899951,29489,14590,8783,
14.2292,0.897916,0.897916,29422,13710,9540,
14.25,0.892903,0.892903,29258,12795,-3367,
14.2708,0.884929,0.88493,28997,11856,147,
14.2917,0.874021,0.874021,28639,10904,-8043,
14.3125,0.860214,0.860214,28187,9949,-3890,
14.3333,0.843554,0.843554,27641,9003,14322,
14.3542,0.824096,0.824096,27003,8074,7010,
14.375,0.801906,0.801906,26276,7173,6381,
14.3958,0.777056,0.777057,25462,6308,3895,
14.4167,0.749629,0.749629,24563,5485,-8374,
14.4375,0.719716,0.719717,23583,4711,3419,
14.4583,0.687416,0.687416,22525,3993,1834,
14.4792,0.652837,0.652838,21392,3333,-9467,
14.5,0.616092,0.616094,20188,2735,-5315,
14.5208,0.577305,0.577305,18917,2202,-13901,
14.5417,0.536602,0.536604,17583,1733,-6371,
14.5625,0.494121,0.49412,16191,1329,10884,
14.5833,0.45,0.450001,14745,987,2949,
14.6042,0.404387,0.404386,13250,706,4414,
14.625,0.357433,0.357434,11712,481,671,
14.6458,0.309294,0.309296,10134,308,-9478,
14.6667,0.260129,0.260129,8523,181,3996,
14.6875,0.210101,0.210102,6884,95,426,
14.7083,0.159376,0.159376,5222,41,-8765,
14.7292,0.108123,0.108124,3542,12,-4285,
14.75,0.0565115,0.0565137,1851,1,-12912,
14.7708,0.00471237,0.00471256,154,0,-2182,
14.7917,-0.0471024,-0.0471008,-1543,-1,13473,
14.8125,-0.0987609,-0.0987613,-3236,-9,5057,
14.8333,-0.150092,-0.150091,-4918,-34,7994,
14.8542,-0.200925,-0.200923,-6583,-83,2463,
14.875,-0.251092,-0.251092,-8227,-163,-5738,
14.8958,-0.300426,-0.300424,-9844,-282,8273,
14.9167,-0.348764,-0.348764,-11428,-446,2184,
14.9375,-0.395945,-0.395944,-12974,-661,-5404,
14.9583,-0.441813,-0.441811,-14477,-932,-1755,
14.9792,-0.486216,-0.486216,-15932,-1262,-10807,
15,-0.529007,-0.529005,-17334,-1655,2142,
15.0208,-0.570043,-0.570043,-18679,-2112,15030,
15.0417,-0.609188,-0.609187,-19961,-2633,5790,
15.0625,-0.646314,-0.646314,-21178,-3220,9129,
15.0833,-0.681296,-0.681295,-22324,-3868,1113,
15.1042,-0.714018,-0.714017,-23396,-4576,-5512,
15.125,-0.744373,-0.744372,-24391,-5340,7859,
15.1458,-0.772258,-0.772258,-25305,-6155,-1076,
15.1667,-0.797583,-0.797583,-26135,-7013,-7422,
15.1875,-0.820263,-0.820263,-26878,-7908,-5368,
15.2083,-0.840222,-0.840222,-27532,-8832,-14724,
15.2292,-0.857395,-0.857395,-28095,-9776,-50,
15.25,-0.871725,-0.871724,-28564,-10730,9671,
15.2708,-0.883163,-0.883163,-28939,-11684,27,
15.2917,-0.891673,-0.891673,-29218,-12626,3496,
15.3125,-0.897226,-0.897225,-29400,-13546,-6684,
15.3333,-0.899803,-0.899803,-29484,-14433,-11205,
15.3542,-0.899396,-0.899396,-29471,-15275,1372,
15.375,-0.896006,-0.896006,-29360,-16061,-9606,
15.3958,-0.889644,-0.889645,-29151,-16780,-14094,
15.4167,-0.880333,-0.880333,-28846,-17422,-13276,
15.4375,-0.868102,-0.868102,-28445,-17976,-21750,
15.4583,-0.852992,-0.852992,-27950,-18433,-4914,
15.4792,-0.835053,-0.835053,-27363,-18784,2325,
15.5,-0.814344,-0.814345,-26684,-19023,-6414,
15.5208,-0.790935,-0.790935,-25917,-19142,-2273,
15.5417,-0.764903,-0.764904,-25064,-19136,-13441,
15.5625,-0.736335,-0.736336,-24128,-19001,-14742,
15.5833,-0.705324,-0.705324,-23112,-18734,-2514,
15.6042,-0.671974,-0.671975,-22019,-18333,-14204,
15.625,-0.636396,-0.636396,-20853,-17799,-15967,
15.6458,-0.598707,-0.598708,-19618,-17133,-15734,
15.6667,-0.559033,-0.559035,-18318,-16337,-22054,
15.6875,-0.517505,-0.517505,-16957,-15415,-2728,
15.7083,-0.47426,-0.474262,-15540,-14374,2647,
15.7292,-0.429443,-0.429443,-14071,-13219,-4222,
15.75,-0.383201,-0.383202,-12556,-11959,696,
15.7708,-0.335689,-0.335691,-10999,-10602,-10738,
15.7917,-0.287063,-0.287064,-9406,-9160,-8456,
15.8125,-0.237486,-0.237488,-7781,-7644,3144,
15.8333,-0.187121,-0.18712,-6131,-6064,-8733,
15.8542,-0.136135,-0.136136,-4460,-4435,-7936,
15.875,-0.0846975,-0.0846968,-2775,-2769,-8574,
15.8958,-0.0329793,-0.0329801,-1080,-1080,-12574,
15.9167,0.0188482,0.018846,617,617,8379,
15.9375,0.0706132,0.070613,2313,2310,11454,
15.9583,0.122144,0.122142,4002,3983,6171,
15.9792,0.17327,0.17327,5677,5624,10789,
16,0.223821,0.22382,7334,7218,-1301,
16.0208,0.27363,0.273628,8966,8754,3675,
16.0417,0.322531,0.322531,10568,10217,13327,
16.0625,0.370363,0.370361,12136,11598,758,
16.0833,0.416966,0.416967,13663,12885,2882,
16.1042,0.462187,0.462186,15144,14070,273,
16.125,0.505875,0.505873,16576,15143,-2099,
16.1458,0.547885,0.547885,17953,16098,18871,
16.1667,0.588079,0.588077,19270,16928,18711,
16.1875,0.626322,0.626322,20523,17630,14181,
16.2083,0.662487,0.662486,21708,18201,17090,
16.2292,0.696456,0.696457,22821,18638,3787,
16.25,0.728115,0.728115,23858,18941,10381,
16.2708,0.75736,0.757359,24817,19112,16885,
16.2917,0.784092,0.784092,25693,19152,3312,
16.3125,0.808225,0.808224,26483,19067,5775,
16.3333,0.829677,0.829677,27186,18861,628,
16.3542,0.848377,0.848377,27799,18539,-311,
16.375,0.864264,0.864264,28320,18110,19723,
16.3958,0.877285,0.877285,28746,17582,16270,
16.4167,0.887396,0.887396,29078,16963,12448,
16.4375,0.894565,0.894565,29313,16264,13242,
16.4583,0.898767,0.898767,29450,15496,-760,
16.4792,0.899988,0.899988,29490,14668,7370,
16.5,0.898224,0.898224,29433,13792,10756,
16.5208,0.893482,0.893482,29277,12880,-2977,
16.5417,0.885776,0.885776,29025,11942,-36,
16.5625,0.875133,0.875133,28676,10990,-7011,
16.5833,0.861588,0.861588,28232,10036,-5626,
16.6042,0.845185,0.845185,27695,9088,13658,
16.625,0.825979,0.82598,27065,8158,8027,
16.6458,0.804034,0.804034,26346,7254,5814,
16.6667,0.779423,0.779424,25540,6385,5108,
16.6875,0.752227,0.752226,24648,5558,-8186,
16.7083,0.722536,0.722536,23676,4779,2097,
16.7292,0.690449,0.69045,22624,4056,3176,
16.75,0.656072,0.656072,21498,3390,-9339,
16.7708,0.619519,0.61952,20300,2787,-5368,
16.7917,0.580912,0.580912,19035,2248,-13047,
16.8125,0.540378,0.540379,17707,1773,-8334,
16.8333,0.498052,0.498054,16320,1363,10474,
16.8542,0.454075,0.454075,14879,1016,3788,
16.875,0.408591,0.408593,13388,729,3804,
16.8958,0.361753,0.361753,11853,499,1970,
16.9167,0.313715,0.313716,10279,322,-9648,
16.9375,0.264636,0.264639,8671,191,2785,
16.9583,0.21468,0.214681,7034,101,1819,
16.9792,0.164012,0.164014,5374,44,-8895,
17,0.1128,0.1128,3696,14,-4194,
17.0208,0.0612138,0.0612151,2005,2,-12279,
17.0417,0.00942461,0.00942393,308,0,-4303,
17.0625,-0.0423958,-0.0423951,-1389,0,13336,
17.0833,-0.0940756,-0.0940735,-3082,-8,5717,
17.1042,-0.145443,-0.145443,-4765,-31,7428,
17.125,-0.196329,-0.196327,-6433,-77,3853,
17.1458,-0.246563,-0.246564,-8079,-154,-6206,
17.1667,-0.29598,-0.295979,-9698,-269,7279,
17.1875,-0.344415,-0.344413,-11285,-429,3641,
17.2083,-0.391708,-0.391708,-12835,-639,-5698,
17.2292,-0.437702,-0.4377,-14342,-905,-1442,
17.25,-0.482244,-0.482244,-15802,-1229,-10366,
17.2708,-0.525187,-0.525186,-17209,-1616,-3,
17.2917,-0.566388,-0.566386,-18559,-2068,15222,
17.3125,-0.605711,-0.605711,-19847,-2583,6320,
17.3333,-0.643025,-0.643024,-21070,-3164,8721,
17.3542,-0.678207,-0.678207,-22223,-3807,2612,
17.375,-0.71114,-0.711139,-23302,-4510,-6201,
17.3958,-0.741714,-0.741712,-24304,-5269,7176,
17.4167,-0.769828,-0.769827,-25225,-6079,438,
17.4375,-0.795389,-0.795388,-26063,-6933,-7804,
17.4583,-0.818312,-0.818312,-26814,-7826,-4803,
17.4792,-0.838522,-0.838522,-27476,-8747,-14486,
17.5,-0.855951,-0.855951,-28047,-9690,-2142,
17.5208,-0.870541,-0.870541,-28525,-10643,10174,
17.5417,-0.882244,-0.882244,-28909,-11597,409,
17.5625,-0.891021,-0.891021,-29196,-12541,3276,
17.5833,-0.896844,-0.896843,-29387,-13464,-5150,
17.6042,-0.899692,-0.899692,-29481,-14354,-12118,
17.625,-0.899556,-0.899556,-29476,-15201,988,
17.6458,-0.896437,-0.896437,-29374,-15992,-8132,
17.6667,-0.890345,-0.890345,-29174,-16718,-14578,
17.6875,-0.881301,-0.881301,-28878,-17367,-12535,
17.7083,-0.869333,-0.869333,-28486,-17929,-21811,
17.7292,-0.854483,-0.854483,-27999,-18395,-6965,
17.75,-0.836799,-0.8368,-27420,-18757,3021,
17.7708,-0.81634,-0.81634,-26749,-19006,-6267,
17.7917,-0.793173,-0.793174,-25990,-19136,-2357,
17.8125,-0.767376,-0.767376,-25145,-19141,-12012,
17.8333,-0.739034,-0.739035,-24216,-19018,-15927,
17.8542,-0.708242,-0.708241,-23207,-18763,-2670,
17.875,-0.6751,-0.6751,-22121,-18375,-12905,
17.8958,-0.63972,-0.639721,-20962,-17853,-16590,
17.9167,-0.602218,-0.602218,-19733,-17199,-14920,
17.9375,-0.562718,-0.56272,-18439,-16414,-22503,
17.9583,-0.521353,-0.521353,-17083,-15504,-4745,
17.9792,-0.478259,-0.47826,-15671,-14473,3435,
18,-0.433578,-0.43358,-14207,-13328,-4354,
18.0208,-0.38746,-0.38746,-12696,-12077,733,
18.0417,-0.340057,-0.340058,-11142,-10729,-9500,
18.0625,-0.291526,-0.291525,-9552,-9295,-9892,
18.0833,-0.242028,-0.242029,-7930,-7784,3208,
18.1042,-0.191727,-0.19173,-6282,-6210,-7653,
18.125,-0.140791,-0.140792,-4613,-4585,-8643,
18.1458,-0.0893878,-0.0893897,-2929,-2921,-7703,
18.1667,-0.0376881,-0.037688,-1234,-1234,-13388,
18.1875,0.0141366,0.0141353,463,463,6490,
18.2083,0.0659144,0.0659117,2159,2156,12332,
18.2292,0.117474,0.117473,3849,3832,5834,
18.25,0.168643,0.168641,5526,5477,11028,
18.2708,0.219254,0.219253,7184,7076,-232,
18.2917,0.269137,0.269135,8819,8617,2121,
18.3125,0.318127,0.318128,10424,10087,13689,
18.3333,0.366063,0.366062,11995,11476,1674,
18.3542,0.412785,0.412783,13526,12772,2232,
18.375,0.458137,0.458137,15012,13966,1256,
18.3958,0.501971,0.501969,16448,15050,-3175,
18.4167,0.544139,0.54414,17830,16016,17255,
18.4375,0.584503,0.584502,19153,16858,19725,
18.4583,0.622929,0.622927,20412,17572,13760,
18.4792,0.659289,0.659288,21603,18154,17628,
18.5,0.693462,0.693461,22723,18603,4728,
18.5208,0.725335,0.725336,23767,18919,8847,
18.5417,0.754804,0.754803,24733,19102,17601,
18.5625,0.781768,0.781767,25616,19154,4107,
18.5833,0.806141,0.80614,26415,19080,5288,
18.6042,0.827839,0.827839,27126,18884,1728,
18.625,0.846793,0.846793,27747,18573,-1589,
18.6458,0.862938,0.862937,28276,18153,18451,
18.6667,0.876221,0.876221,28712,17634,17387,
18.6875,0.886598,0.886598,29052,17023,11989,
18.7083,0.894035,0.894035,29295,16331,14077,
18.7292,0.898508,0.898508,29442,15568,7,
18.75,0.9,0.9,29491,14745,5898,
18.7708,0.898508,0.898508,29442,13873,11769,
18.7917,0.894035,0.894036,29295,12964,-2358,
18.8125,0.886598,0.886599,29052,12028,-368,
18.8333,0.876221,0.876221,28712,11077,-5903,
18.8542,0.862938,0.862938,28276,10122,-7140,
18.875,0.846793,0.846793,27747,9174,12688,
18.8958,0.827839,0.82784,27126,8241,9122,
18.9167,0.806141,0.806142,26415,7335,5278,
18.9375,0.781768,0.781769,25616,6462,6139,
18.9583,0.754804,0.754805,24733,5631,-7708,
18.9792,0.725335,0.725335,23767,4848,659,
19,0.693462,0.693463,22723,4119,4360,
19.0208,0.659289,0.65929,21603,3448,-8987,
19.0417,0.622929,0.622929,20412,2839,-5595,
19.0625,0.584503,0.584505,19153,2294,-12063,
19.0833,0.544139,0.544139,17830,1813,-10123,
19.1042,0.501971,0.501972,16448,1398,9755,
19.125,0.458137,0.458137,15012,1045,4748,
19.1458,0.412785,0.412785,13526,753,3177,
19.1667,0.366063,0.366065,11995,518,3123,
19.1875,0.318127,0.318128,10424,336,-9519,
19.2083,0.269137,0.269138,8819,201,1406,
19.2292,0.219254,0.219253,7184,108,3106,
19.25,0.168643,0.168644,5526,48,-8818,
19.2708,0.117474,0.117476,3849,16,-4295,
19.2917,0.0659144,0.0659149,2159,2,-11468,
19.3125,0.0141366,0.0141385,463,0,-6304,
19.3333,-0.0376881,-0.0376882,-1234,0,12894,
19.3542,-0.0893878,-0.0893865,-2929,-7,6531,
19.375,-0.140791,-0.140788,-4613,-28,6798,
19.3958,-0.191727,-0.191727,-6282,-72,5140,
19.4167,-0.242028,-0.242026,-7930,-146,-6380,
19.4375,-0.291526,-0.291526,-9552,-257,6071,
19.4583,-0.340057,-0.340055,-11142,-413,5043,
19.4792,-0.38746,-0.387457,-12696,-618,-5811,
19.5,-0.433578,-0.433578,-14207,-878,-1328,
19.5208,-0.478259,-0.478257,-15671,-1197,-9704,
19.5417,-0.521353,-0.521353,-17083,-1579,-2088,
19.5625,-0.562718,-0.562717,-18439,-2024,15127,
19.5833,-0.602218,-0.602218,-19733,-2534,7027,
19.6042,-0.63972,-0.639719,-20962,-3108,8205,
19.625,-0.6751,-0.675098,-22121,-3746,4056,
19.6458,-0.708242,-0.708241,-23207,-4443,-6612,
19.6667,-0.739034,-0.739033,-24216,-5197,6240,
19.6875,-0.767376,-0.767376,-25145,-6003,1953,
19.7083,-0.793173,-0.793173,-25990,-6854,-8038,
19.7292,-0.81634,-0.816339,-26749,-7743,-4432,
19.75,-0.836799,-0.836799,-27420,-8663,-13989,
19.7708,-0.854483,-0.854482,-27999,-9604,-4234,
19.7917,-0.869333,-0.869333,-28486,-10556,10417,
19.8125,-0.881301,-0.8813,-28878,-11511,984,
19.8333,-0.890345,-0.890345,-29174,-12456,2908,
19.8542,-0.896437,-0.896437,-29374,-13381,-3616,
19.875,-0.899556,-0.899556,-29476,-14275,-12778,
19.8958,-0.899692,-0.899692,-29481,-15126,325,
19.9167,-0.896844,-0.896844,-29387,-15923,-6604,
19.9375,-0.891021,-0.891021,-29196,-16655,-14954,
19.9583,-0.882244,-0.882244,-28909,-17311,-11973,
19.9792,-0.870541,-0.870542,-28525,-17882,-21584,
20,-0.855951,-0.855951,-28047,-18357,-9076,
20.0208,-0.838522,-0.838523,-27476,-18728,3496,
20.0417,-0.818312,-0.818312,-26814,-18988,-5922,
20.0625,-0.795389,-0.79539,-26063,-19129,-2621,
20.0833,-0.769828,-0.769829,-25225,-19146,-10528,
20.1042,-0.741714,-0.741714,-24304,-19035,-16897,
20.125,-0.71114,-0.711141,-23302,-18792,-3119,
20.1458,-0.678207,-0.678207,-22223,-18416,-11501,
20.1667,-0.643025,-0.643026,-21070,-17906,-17149,
20.1875,-0.605711,-0.605713,-19847,-17264,-14259,
20.2083,-0.566388,-0.566389,-18559,-16491,-22646,
20.2292,-0.525187,-0.525189,-17209,-15592,-6880,
20.25,-0.482244,-0.482244,-15802,-14572,4046,
20.2708,-0.437702,-0.437703,-14342,-13437,-4294,
20.2917,-0.391708,-0.391711,-12835,-12195,564,
20.3125,-0.344415,-0.344416,-11285,-10856,-8155,
20.3333,-0.29598,-0.295982,-9698,-9428,-11159,
20.3542,-0.246563,-0.246564,-8079,-7924,2974,
20.375,-0.196329,-0.196331,-6433,-6355,-6427,
20.3958,-0.145443,-0.145443,-4765,-4734,-9334,
20.4167,-0.0940756,-0.0940767,-3082,-3074,-6950,
20.4375,-0.0423958,-0.0423983,-1389,-1388,-13891,
20.4583,0.00942461,0.00942417,308,308,4427,
20.4792,0.0612138,0.0612119,2005,2003,13081,
20.5,0.1128,0.1128,3696,3681,5672,
20.5208,0.164012,0.164011,5374,5329,11044,
20.5417,0.21468,0.214678,7034,6933,994,
20.5625,0.264636,0.264636,8671,8479,682,
20.5833,0.313715,0.313713,10279,9957,13760,
20.6042,0.361753,0.361753,11853,11354,2770,
20.625,0.408591,0.40859,13388,12659,1551,
20.6458,0.454075,0.454072,14879,13862,2162,
20.6667,0.498052,0.498052,16320,14956,-3946,
20.6875,0.540378,0.540376,17707,15933,15417,
20.7083,0.580912,0.580912,19035,16787,20661,
20.7292,0.619519,0.619518,20300,17512,13488,
20.75,0.656072,0.656072,21498,18107,17938,
20.7708,0.690449,0.690448,22624,18568,5873,
20.7917,0.722536,0.722534,23676,18896,7372,
20.8125,0.752227,0.752226,24648,19090,18046,
20.8333,0.779423,0.779422,25540,19155,5108,
